Date,Heating (kWh),Cooling (kWh),Electricity (kWh),Nat Gas (kWh),Domestic Water (m3)
1/16/2019,19802.79,4598.29,13199.15,,10.4
1/17/2019,26608.35,5061.34,12839.47,,3.73
1/18/2019,28027.8,5474.57,11087.98,,5.41
1/19/2019,21150.02,5345.62,10820.4,,0.02
1/20/2019,16211.12,5421.81,12794,,7.1
1/21/2019,18983.35,5401.3,13474.78,,5.28
1/22/2019,16547.24,5530.25,13215.37,,7.46
1/23/2019,22916.69,5319.24,13567.23,,8.07
1/24/2019,21530.57,5430.61,12986.28,,18.95
1/25/2019,15083.35,5515.6,11505.84,,3.11
1/26/2019,9997.23,5207.87,11113.71,,0
1/27/2019,13408.34,4941.18,13147.06,,0.61
1/28/2019,19672.24,5117.02,13825.86,,10.06
1/29/2019,21802.8,5117.02,13574.01,,7.94
1/30/2019,14236.12,4838.6,13928.45,,8.89
1/31/2019,14408.34,5149.26,13159.36,,10.34
2/1/2019,25477.8,4542.6,10982.48,,15.96
2/2/2019,28605.58,4516.23,10516.58,,0.38
2/3/2019,35561.14,4401.93,12473.53,,0.02
2/4/2019,38586.14,4527.95,13209.87,,8.1
2/5/2019,39652.81,4636.38,12973.14,,19.34
2/6/2019,35877.81,4516.23,13501.11,,8.96
2/7/2019,33977.8,4671.55,12449.3,,11.86
2/8/2019,32688.92,4237.81,10639.97,,8.1
2/9/2019,35830.58,4343.31,10560.84,,6.52
2/10/2019,36666.7,4504.5,12530.47,,0.63
2/11/2019,35522.25,4507.43,13060.3,,3.32
2/12/2019,34775.03,4777.06,12844.83,,8.14
2/13/2019,32538.91,4744.82,13023.3,,13.81
2/14/2019,31036.14,4844.46,12593.75,,6.42
2/15/2019,31455.58,4718.44,10708.57,,8.28
2/16/2019,28441.69,4513.29,10612.97,,0.04
2/17/2019,29461.13,4460.54,10836.7,,7.07
2/18/2019,29630.58,4419.51,12269.23,,0.25
2/19/2019,22075.02,4744.82,11810.03,,3.64
2/20/2019,21330.57,4659.83,11559.02,,2.01
2/21/2019,26386.13,4733.1,11510,,8.72
2/22/2019,20750.02,4850.33,10924.98,,1.87
2/23/2019,26213.91,4610.01,10731.65,,0.63
2/24/2019,28872.25,4724.31,12399.23,,0.02
2/25/2019,33302.8,4633.45,13254.58,,9.5
2/26/2019,31786.14,4806.37,12991.64,,6.58
2/27/2019,26247.24,4932.39,13062.36,,6.27
2/28/2019,23188.91,5137.54,12550.92,,8.95
3/1/2019,31966.69,4762.4,10913.9,,13.94
3/2/2019,34619.47,4853.26,10736.46,,0.62
3/3/2019,31791.69,4894.29,12740.69,,0.03
3/4/2019,29391.69,4900.15,13347.79,,11.03
3/5/2019,27641.69,5023.24,12816.46,,15.74
3/6/2019,29175.02,4862.05,13305.53,,6.67
3/7/2019,26341.69,4765.34,12446.95,,17.98
3/8/2019,21927.8,4642.25,10516.07,,7.48
3/9/2019,19222.24,4589.49,10012.64,,7.06
3/10/2019,18775.02,4510.36,12465.89,,0.37
3/11/2019,12850.01,4941.18,13292.03,,5.99
3/12/2019,16383.35,4859.12,12686.27,,8.44
3/13/2019,17669.46,5075.99,13055.5,,12.22
3/14/2019,18719.46,5213.73,12341.56,,3.61
3/15/2019,15405.57,5289.93,10419.11,,10.67
3/16/2019,15497.23,4844.46,10333,,2
3/17/2019,13252.79,4838.6,12553.86,,7.38
3/18/2019,11602.79,5240.11,12959.52,,4.36
3/19/2019,10119.45,4035.59,12697.67,,12.33
3/20/2019,9433.34,5861.42,13101.35,,8.93
3/21/2019,9508.34,5533.18,12481.13,,13.94
3/22/2019,9569.45,5254.76,10727.35,,7.63
3/23/2019,10652.79,4724.31,10602.37,,0.74
3/24/2019,14444.46,4856.19,12650.59,,0
3/25/2019,13241.68,5102.37,12894.85,,9.66
3/26/2019,11675.01,4879.63,12637.55,,4.23
3/27/2019,14452.79,5289.93,12987.76,,5.99
3/28/2019,14319.46,5231.32,12264.28,,3.79
3/29/2019,12658.34,4873.77,10511.7,,8.58
3/30/2019,10858.34,4653.97,10290.93,,0.75
3/31/2019,11405.56,4695,12560.84,,0
4/1/2019,12938.9,5105.3,12945.98,5666.67,3.21
4/2/2019,13222.23,5046.68,12990.08,5491.67,8.47
4/3/2019,12191.68,4689.14,13044.51,5413.89,3.09
4/4/2019,10013.9,4911.87,12628.27,5625,3.57
4/5/2019,11277.79,4894.29,11526.17,5613.89,2.27
4/6/2019,9622.23,4703.79,10485.72,5597.23,4.82
4/7/2019,9491.67,4727.24,11095.64,5566.67,0.72
4/8/2019,9986.12,3798.2,12317.45,5563.89,2.29
4/9/2019,10116.67,4876.7,12462.32,7469.45,3.43
4/10/2019,9827.79,5011.52,12189.89,5586.12,7.56
4/11/2019,12850.01,5175.64,11776.87,8758.34,2.45
4/12/2019,12888.9,4941.18,11144.15,5497.23,1.66
4/13/2019,10925.01,4768.27,10285.66,5413.89,0.71
4/14/2019,11197.23,4586.56,10860.55,5413.89,6.27
4/15/2019,11763.9,4741.89,11687.02,5391.67,1.21
4/16/2019,10941.68,4267.11,11362.8,5475,1.06
4/17/2019,8733.34,5486.29,10946.06,5477.78,1.1
4/18/2019,7483.34,9225.88,10553.17,5536.12,5.78
4/19/2019,10680.56,4700.86,10193.98,5383.34,0.17
4/20/2019,11038.9,4586.56,10013.4,5316.67,0.68
4/21/2019,9475.01,8534.23,10255.52,5397.23,0.03
4/22/2019,7902.78,8411.14,11168.24,5483.34,7.14
4/23/2019,7152.78,4885.49,11154.21,5552.78,0.48
4/24/2019,9822.23,4999.79,11007.38,5608.34,5.7
4/25/2019,10316.67,5032.03,11005.49,5605.56,4.59
4/26/2019,10830.56,4821.02,10681,5608.34,8.86
4/27/2019,14061.12,4835.67,9921.07,5463.89,0.83
4/28/2019,15716.68,4281.77,10144.57,5369.45,0.01
4/29/2019,15150.01,4440.03,10640.96,5383.34,6.25
4/30/2019,15763.9,4601.22,10595.18,5411.12,7.51
5/1/2019,13658.34,4501.57,10959.27,5327.78,4.68
5/2/2019,12463.9,4542.6,10393.98,5377.78,3.05
5/3/2019,12480.57,4703.79,9713.73,5402.78,1.92
5/4/2019,15833.35,4519.16,9469.86,5322.23,4.83
5/5/2019,15019.46,4489.85,10602.16,5297.23,0.77
5/6/2019,11169.45,4346.24,10703.72,5358.34,2.53
5/7/2019,10280.56,4607.08,10640.63,5527.78,2.97
5/8/2019,9486.12,4530.88,11060.81,5472.23,8.08
5/9/2019,7488.89,4885.49,10863.7,5591.67,4.32
5/10/2019,6297.23,8683.7,9446.44,5777.78,6.25
5/11/2019,5375,6374.3,9095.87,5794.45,0.7
5/12/2019,4805.56,6318.61,11067.79,5805.56,4.85
5/13/2019,5597.23,4589.49,11337.01,5819.45,2.46
5/14/2019,4863.89,6532.55,11121.72,5830.56,9.82
5/15/2019,6575.01,5134.61,11682.85,5830.56,3.02
5/16/2019,9991.67,4791.71,11259.78,5650,7.66
5/17/2019,11177.79,4756.54,9769.01,5630.56,2.94
5/18/2019,12033.34,4800.5,9662.29,5633.34,1.81
5/19/2019,10200.01,4823.95,10013.58,5661.12,0.68
5/20/2019,10561.12,4850.33,11714.26,5608.34,4.92
5/21/2019,10725.01,4920.66,11365.21,5572.23,1.66
5/22/2019,7322.23,4325.73,11272.93,5616.67,4.74
5/23/2019,5463.89,3428.93,10351.05,5711.12,7.3
5/24/2019,5969.45,4387.27,10098.83,5702.78,9.81
5/25/2019,7205.56,5533.18,9953.5,5552.78,6.52
5/26/2019,6563.89,4639.32,11207.26,5411.12,6.52
5/27/2019,5247.23,8548.88,11439.38,5619.45,3.23
5/28/2019,4633.34,9322.59,11136.95,5622.23,7.78
5/29/2019,3713.89,7060.08,11271.8,5686.12,5.6
5/30/2019,3722.23,7578.82,10853.08,5894.45,4.64
5/31/2019,4275,9105.72,9438.24,5888.89,3.33
6/1/2019,3144.45,9814.95,9258.3,5925,5.54
6/2/2019,2866.67,10096.3,11070.04,5872.23,5.76
6/3/2019,4711.11,6535.48,11365.79,5886.12,5.97
6/4/2019,4602.78,7276.95,11440.26,5869.45,3.59
6/5/2019,3850,7385.39,11580.3,5866.67,8
6/6/2019,4908.34,5081.85,11361.59,5780.56,4.19
6/7/2019,7480.56,4677.41,10061.09,5555.56,3.52
6/8/2019,6000,4803.43,9801.49,5400,4.17
6/9/2019,5000,5087.71,11375.42,5413.89,4.82
6/10/2019,3738.89,9363.62,11626.8,5583.34,5.63
6/11/2019,3227.78,7142.14,11363.27,5647.23,6.08
6/12/2019,2300,7487.97,11479.86,5608.34,4.49
6/13/2019,2063.89,5263.56,10835.49,5411.12,7.11
6/14/2019,4069.45,4920.66,10174.27,5425,3.59
6/15/2019,3208.34,8912.29,9968.27,5372.23,5.93
6/16/2019,2855.56,8487.34,11111.86,5391.67,5.93
6/17/2019,2119.45,4791.71,10989.04,5655.56,8.27
6/18/2019,10683.34,5134.61,11168.78,5727.78,7.49
6/19/2019,1430.56,5486.29,11238.61,5705.56,1.92
6/20/2019,286.11,5193.22,11089.43,5675,4.27
6/21/2019,241.67,5363.2,9913.1,5638.89,6.34
6/22/2019,213.89,7593.47,9728.02,5669.45,3.42
6/23/2019,316.67,5304.59,11324.7,5780.56,0.5
6/24/2019,136.11,5366.13,11268.15,5747.23,2.43
6/25/2019,76.39,5377.85,11099.49,5825,5.35
6/26/2019,16.67,6101.74,11301.88,5819.45,47.68
6/27/2019,213.89,5782.29,10870.6,5841.67,27.93
6/28/2019,730.56,11037.06,9837.34,5805.56,1.58
6/29/2019,227.78,9410.51,9710.56,5852.78,5.86
6/30/2019,1058.33,9152.61,9923.48,5847.23,0.5
7/1/2019,1144.45,8408.34,10977.51,5794.45,1.62
7/2/2019,566.67,8163.9,11361.97,5900,2.74
7/3/2019,391.67,7947.23,11710.33,5925,9.4
7/4/2019,466.67,4488.89,11413.43,5925,6.24
7/5/2019,355.56,7883.34,9712.25,5911.12,1.61
7/6/2019,461.11,8336.12,9608.89,5988.89,0.5
7/7/2019,630.56,8750.01,11225.57,5905.56,4.82
7/8/2019,188.89,8161.12,10953.19,5952.78,4
7/9/2019,1372.22,8572.23,11441.88,8583.34,2.13
7/10/2019,1694.45,9469.45,11452.23,5952.78,3.61
7/11/2019,1927.78,9650.01,11560.42,5819.45,6.89
7/12/2019,2147.22,10425.01,10202,5888.89,2.88
7/13/2019,3247.22,9686.12,10091.81,5783.34,5.4
7/14/2019,2861.11,8713.9,11523.45,5797.23,5.4
7/15/2019,3116.67,9072.23,11881.24,5913.89,7.92
7/16/2019,1041.67,8050.01,12032.62,5983.34,4.08
7/17/2019,2400,8408.34,12113.91,5947.23,4.58
7/18/2019,705.56,4952.78,11788.74,6738.89,3.79
7/19/2019,1333.33,4955.56,10201.86,5838.89,9.16
7/20/2019,1900,8219.45,10177.06,5808.34,6.72
7/21/2019,6077.78,8625.01,11174.85,5675,6.72
7/22/2019,6955.56,10341.67,11819.92,5641.67,4.27
7/23/2019,13594.46,9666.67,11851.38,7438.89,7.09
7/24/2019,12447.23,10786.12,11790.16,5677.78,6.02
7/25/2019,7866.67,10275.01,11581.54,7877.78,10.06
7/26/2019,7713.9,10702.79,10057.57,5769.45,4.34
7/27/2019,8580.56,8436.12,9973.34,5797.23,4.89
7/28/2019,8397.23,8936.12,11375.13,5713.89,0.59
7/29/2019,8188.9,9691.67,11786.99,5644.45,4.4
7/30/2019,7691.67,9069.45,11651.4,6616.67,5.2
7/31/2019,10858.34,10536.12,11690.2,5747.23,8.77
8/1/2019,9100.01,10419.45,11617.01,5791.67,5.08
8/2/2019,11391.68,12569.45,10220.26,5805.56,4.17
8/3/2019,8311.12,9125.01,10224.4,5722.23,4.65
8/4/2019,8108.34,9391.67,10540.18,5697.23,5.13
8/5/2019,12336.12,10305.56,11662.18,5672.23,0.01
8/6/2019,7330.56,8208.34,11854.25,5802.78,2.97
8/7/2019,9019.45,8894.45,11735.22,6097.23,6.09
8/8/2019,9769.45,10766.68,11739.06,6130.56,7.5
8/9/2019,3616.67,7172.23,10501.09,6063.89,5.96
8/10/2019,2883.34,4613.89,10194.52,6011.12,0.03
8/11/2019,2405.56,4736.11,11790.42,6022.23,6.77
8/12/2019,2372.22,7836.12,11903.48,5997.23,9.48
8/13/2019,4438.89,8213.9,11706.43,6061.12,8.34
8/14/2019,7258.34,8225.01,11603.33,6011.12,4.4
8/15/2019,7936.12,9608.34,11027.58,6075,12.15
8/16/2019,2780.56,5219.45,10153.06,6072.23,4.42
8/17/2019,2755.56,8563.9,9859.39,6019.45,0.09
8/18/2019,6597.23,9361.12,11613.2,6102.78,0.11
8/19/2019,4883.34,7675.01,10937.28,6016.67,13.29
8/20/2019,8433.34,9536.12,11512.32,6100,4.17
8/21/2019,10377.79,10027.79,11635.37,6183.34,5.42
8/22/2019,7622.23,8744.45,11066.89,6113.89,3.74
8/23/2019,10311.12,8013.9,10449.89,6105.56,8.75
8/24/2019,7658.34,8450.01,9958.26,5980.56,0.06
8/25/2019,2438.89,4466.67,11429.51,6013.89,0.02
8/26/2019,2525,7158.34,10932.03,6061.12,3.8
8/27/2019,1900,8030.56,11003.34,5663.89,9.6
8/28/2019,2305.56,7161.12,10335.78,5802.78,3.92
8/29/2019,4758.34,7191.67,10272.26,5777.78,4.04
8/30/2019,3902.78,7055.56,9580.47,5869.45,3.12
8/31/2019,2888.89,7191.67,9512.68,5858.34,5.16
9/1/2019,3102.78,7397.23,9573.5,5872.23,0.01
9/2/2019,6347.23,7747.23,11065.33,5927.78,0.05
9/3/2019,8447.23,9433.34,10424.77,5883.34,3.18
9/4/2019,8683.34,9077.79,11038.93,5861.12,9.79
9/5/2019,8377.78,7977.78,10562.06,5833.34,8.92
9/6/2019,6775.01,7608.34,10327.32,5905.56,3.36
9/7/2019,9180.56,8936.12,9958.77,5883.34,0.55
9/8/2019,3275,4880.56,11002.43,5869.45,5.85
9/9/2019,3213.89,4983.34,12016.6,5847.23,5.08
9/10/2019,3861.11,5411.12,11719.78,5786.12,6.81
9/11/2019,3044.45,5719.45,11666.8,5777.78,6.87
9/12/2019,6525.01,9472.23,10706.11,5791.67,12.27
9/13/2019,5816.67,7944.45,9563.43,5802.78,8.82
9/14/2019,7102.78,7500.01,9309.9,5702.78,0.94
9/15/2019,7936.12,8105.56,11202.81,5733.34,0.98
9/16/2019,5300,7008.34,12107.02,5672.23,12.81
9/17/2019,2663.89,4269.45,11892.48,5725,8.95
9/18/2019,3025,4580.56,12468.96,5808.34,9.24
9/19/2019,2747.22,5222.23,11977.57,5763.89,15.14
9/20/2019,2638.89,5216.67,10708.44,5619.45,20.3
9/21/2019,2791.67,8894.45,10301.94,5688.89,4.85
9/22/2019,5772.23,8097.23,11865.45,5772.23,3.43
9/23/2019,2500,3936.11,12448.28,5708.34,13.35
9/24/2019,2694.45,4955.56,12502.38,5636.12,28.2
9/25/2019,2305.56,4888.89,12847.54,5763.89,28.22
9/26/2019,3041.67,4783.34,12128.85,5775,37.41
9/27/2019,4422.23,4372.23,10306.71,5669.45,33.51
9/28/2019,4127.78,3983.34,10108.24,5563.89,25.33
9/29/2019,4741.67,3947.23,12006.08,5561.12,22.48
9/30/2019,4733.34,4241.67,12752.67,5613.89,39.08
10/1/2019,4325,4636.38,12622.49,5644.45,43.27
10/2/2019,3002.78,4659.83,12898.15,5677.78,58.95
10/3/2019,2838.89,4697.93,12399.7,5569.45,58.2
10/4/2019,2486.11,4917.73,10750.81,5358.34,60.56
10/5/2019,2152.78,4568.98,10549.33,5497.23,54.39
10/6/2019,2105.56,4782.92,12220.84,5597.23,61.83
10/7/2019,2080.56,5061.34,13012.23,5402.78,64.97
10/8/2019,4816.67,4501.57,12386.06,5297.23,69.84
10/9/2019,4647.23,4287.63,12580.62,5161.12,69.44
10/10/2019,4252.78,4633.45,12129.4,5100,75.76
10/11/2019,3908.34,4636.38,11174.53,5250,72.25
10/12/2019,2975,4586.56,11037.6,5266.67,63.03
10/13/2019,2608.34,4507.43,11432.44,5258.34,64.37
10/14/2019,3436.11,4536.74,13264.09,5336.12,70.32
10/15/2019,3850,4659.83,12797.03,5352.78,76.57
10/16/2019,1847.22,5073.06,13187.86,5322.23,77.14
10/17/2019,1991.67,5371.99,12787.82,5494.45,76.2
10/18/2019,2225,4864.98,11398.42,5572.23,79.92
10/19/2019,2708.34,4387.27,11241.06,5588.89,70.32
10/20/2019,3275,4448.82,12761.38,5527.78,71.7
10/21/2019,2950,4525.02,13274.23,5480.56,77.94
10/22/2019,2522.22,4782.92,13002.79,5447.23,84.31
10/23/2019,3147.22,4645.18,12903.79,5391.67,79.5
10/24/2019,2355.56,4947.04,12603.89,5311.12,80.3
10/25/2019,2072.22,4917.73,11503.46,5438.89,79.03
10/26/2019,3797.23,4668.62,11273.19,5527.78,81.3
10/27/2019,3708.34,4560.19,12504.08,5508.34,77.18
10/28/2019,5527.78,4431.23,13023.64,5511.12,82.41
10/29/2019,5191.67,4598.29,12836.15,5466.67,91.35
10/30/2019,3936.11,4483.99,12984.71,5447.23,91.98
10/31/2019,3469.45,4346.24,12333.72,5463.89,87.35
11/1/2019,3263.89,4390.2,11330.36,5530.56,89.77
11/2/2019,2916.67,4337.45,11490.5,5527.78,83.73
11/3/2019,3758.34,4510.36,12333.62,5405.56,92.4
11/4/2019,4100,4413.65,12755.51,5519.45,92.01
11/5/2019,5177.78,4231.95,12195.87,5511.12,94.28
11/6/2019,5313.89,4360.9,12458.51,5505.56,93.07
11/7/2019,4247.23,4243.67,11990.67,5605.56,95.18
11/8/2019,2344.45,4413.65,10968.08,5177.78,94.26
11/9/2019,4575,4141.09,9949.22,5372.23,89.18
11/10/2019,6255.56,4094.2,10311.7,5505.56,89.2
11/11/2019,3988.89,4340.38,11809.85,5430.56,95.52
11/12/2019,3300,4390.2,11782.11,5511.12,92.2
11/13/2019,3197.22,4545.53,11675.19,5461.12,90.13
11/14/2019,3230.56,4463.47,11651.23,5486.12,89.56
11/15/2019,2536.11,4144.02,10332.86,5436.12,95.22
11/16/2019,2775,4196.78,10545.51,5505.56,87.91
11/17/2019,1730.56,4343.31,11970.37,5422.23,87.64
11/18/2019,2436.11,4366.76,12593.86,5372.23,92.92
11/19/2019,3811.11,4715.51,12241.93,5355.56,98.78
11/20/2019,4663.89,4653.97,12368.55,5372.23,92.9
11/21/2019,4027.78,5023.24,12034.6,5488.89,92.81
11/22/2019,3050,4733.1,11024.85,5469.45,95.86
11/23/2019,2244.45,4615.87,11023.12,5430.56,93.27
11/24/2019,2733.34,4812.23,12102.69,5422.23,88.32
11/25/2019,3886.11,4583.63,12345.64,5422.23,93.92
11/26/2019,5286.12,4472.26,11999.76,5388.89,95.01
11/27/2019,6100,4527.95,12140.79,5336.12,100.74
11/28/2019,5188.89,4425.37,11773.54,5288.89,95.3
11/29/2019,3572.23,4308.14,10071.61,5283.34,96.11
11/30/2019,3183.34,4431.23,10546.9,5316.67,89.93
12/1/2019,2872.22,4161.61,11856.14,5366.67,95.28
12/2/2019,2463.89,4328.66,12215.64,5425,95.55
12/3/2019,2283.34,4472.26,11932.32,5447.23,100.12
12/4/2019,3169.45,4460.54,11853.53,5438.89,95.48
12/5/2019,3713.89,4548.46,11509.57,5352.78,101.54
12/6/2019,3494.45,4366.76,10912.26,5297.23,97.79
12/7/2019,3213.89,4305.21,10046.66,5383.34,91.45
12/8/2019,4644.45,4410.72,11529.53,5355.56,92.48
12/9/2019,4133.34,4536.74,11651.47,5380.56,101.4
12/10/2019,4100,4501.57,11448,5402.78,96.7
12/11/2019,4216.67,4428.3,11652.61,5372.23,99.12
12/12/2019,4030.56,4510.36,11115.86,5391.67,94.32
12/13/2019,4486.11,4478.13,10773.74,5350,99.4
12/14/2019,3908.34,4322.8,9996.23,5344.45,92.69
12/15/2019,4300,4563.12,11916.55,5341.67,92.1
12/16/2019,3697.23,4598.29,11615.94,5355.56,97.36
12/17/2019,2258.34,4906.01,12200.33,5416.67,100.1
12/18/2019,2822.22,4568.98,12122.7,5413.89,96.14
12/19/2019,2661.11,4598.29,11943.26,5400,97.58
12/20/2019,3027.78,4563.12,10644.04,5391.67,100.89
12/21/2019,3150,4779.99,10491.24,5430.56,98.08
12/22/2019,3552.78,4595.35,11007.77,5416.67,94.17
12/23/2019,3813.89,4589.49,10667.83,5450,94.28
12/24/2019,3913.89,4709.65,10542.71,5391.67,93.32
12/25/2019,3472.23,4715.51,10536.67,5355.56,98.32
12/26/2019,3080.56,4636.38,10697.27,5333.34,94.15
12/27/2019,3169.45,4457.61,10363.87,5344.45,93.9
12/28/2019,3830.56,4445.89,10287.04,5327.78,93.82
12/29/2019,3608.34,4457.61,10634.11,5338.89,98.81
12/30/2019,3400,4319.87,10635.85,5344.45,94.4
12/31/2019,2688.89,4308.14,10564.85,5363.89,94.9
1/1/2020,3202.78,4070.76,10564.86,5330.56,94.79
1/2/2020,3305.56,4548.46,11028.64,5450,103.25
1/3/2020,3019.45,4949.97,11144.51,5391.67,97.76
1/4/2020,2952.78,4753.61,10580.75,5416.67,95.5
1/5/2020,3122.22,4618.8,10386.32,5466.67,95.29
1/6/2020,3408.34,4967.55,11381.21,5411.12,102.94
1/7/2020,4383.34,4504.5,11853.52,5355.56,98.26
1/8/2020,4127.78,4803.43,12073.23,5341.67,97.95
1/9/2020,4538.89,4545.53,12024.2,5330.56,97.51
1/10/2020,3258.34,4548.46,12186.83,5286.12,103.69
1/11/2020,4102.78,4287.63,10661.12,5261.12,95.44
1/12/2020,3475,4396.07,10485.14,5191.67,95.33
1/13/2020,2141.67,4568.98,12330.02,5205.56,99.45
1/14/2020,2611.11,4331.59,12876.02,5033.34,105.67
1/15/2020,2972.22,4516.23,12178.56,5205.56,99.86
1/16/2020,2961.11,4829.81,12826.13,5177.78,100.11
