Date,Heating (kWh),Cooling (kWh),Electricity (kWh),Nat Gas (kWh),Domestic Water (m3)
1/17/2020,2936.11,4507.43,12413.02,5238.89,100.3
1/18/2020,2661.11,4507.43,10729.99,5161.12,98.93
1/19/2020,2230.56,4648.11,10576.27,5219.45,94.46
1/20/2020,1983.33,4633.45,12850.97,5391.67,100.97
1/21/2020,2225,4665.69,13098.98,19247.24,102.14
1/22/2020,2200,4838.6,12557.51,5361.12,109.96
1/23/2020,1983.33,4712.58,13003.77,21913.91,52.09
1/24/2020,1638.89,5002.72,12225.24,5402.78,4.88
1/25/2020,1547.22,4768.27,11143.44,5416.67,4.81
1/26/2020,2202.78,4785.85,10401.41,5391.67,4.73
1/27/2020,1958.33,4906.01,12511.29,5405.56,2.5
1/28/2020,2444.45,5099.44,13304.71,7180.56,2.61
1/29/2020,1975,4806.37,12817.26,5400,5.4
1/30/2020,2094.45,5401.3,13271.32,7972.23,25.41
1/31/2020,1788.89,5301.66,12688.29,5411.12,21.99
2/1/2020,1930.56,4894.29,10866.41,5336.12,0.03
2/2/2020,2291.67,4738.96,10569.05,5347.23,0.28
2/3/2020,3319.45,4949.97,12484.25,5322.23,11.59
2/4/2020,3377.78,4574.84,13299.98,11516.68,6.51
2/5/2020,2505.56,4803.43,13047.11,5291.67,9.8
2/6/2020,1111.11,5119.95,13076.14,13811.12,6.34
2/7/2020,1041.67,4894.29,12596.07,5275,9.91
2/8/2020,2294.45,4598.29,10847.91,5269.45,0.01
2/9/2020,3058.34,4695,10652.13,5261.12,0.56
2/10/2020,3783.34,4648.11,12813.13,5280.56,3.69
2/11/2020,3938.89,4935.32,13176.63,7997.23,13.2
2/12/2020,7466.67,5087.71,12888.13,5183.34,5.5
2/13/2020,6638.89,5202.01,13253.63,8661.12,7.39
2/14/2020,6605.56,5119.95,12353.32,5316.67,5.79
2/15/2020,7197.23,5023.24,10682.86,5336.12,4.97
2/16/2020,8016.67,4970.49,10446.88,5316.67,0.12
2/17/2020,12425.01,5184.43,10865.28,5297.23,0.05
2/18/2020,13127.79,4935.32,11933.93,5263.89,6.22
2/19/2020,11933.34,4926.52,12108.97,5261.12,9.05
2/20/2020,8602.78,4920.66,12174.03,5261.12,1.93
2/21/2020,7030.56,4809.3,12187.4,5277.78,1.32
2/22/2020,8058.34,4803.43,10927.23,5266.67,0.6
2/23/2020,10627.79,4944.11,10834.64,5258.34,6.94
2/24/2020,11869.45,4797.57,12822.89,5377.78,4.92
2/25/2020,13219.46,4917.73,13516.86,12361.12,11.24
2/26/2020,9230.56,5032.03,13299.38,6113.89,8.93
2/27/2020,7711.12,5058.41,13544.74,13175.01,11.71
2/28/2020,6983.34,5105.3,12851.66,8200.01,7.53
2/29/2020,9141.67,4771.2,10944.82,5350,0.46
3/1/2020,10652.79,4662.76,10665.46,5355.56,2.3
3/2/2020,8358.34,4818.09,12818.85,6080.56,10.3
3/3/2020,8486.12,5046.68,13322.16,15452.79,11.18
3/4/2020,10202.79,5125.81,12976.92,7255.56,7.32
3/5/2020,10397.23,5369.06,13098.94,15975.01,7.93
3/6/2020,10833.34,5070.13,12544.83,7822.23,10.38
3/7/2020,16522.24,4785.85,10475.02,5363.89,0.02
3/8/2020,16952.79,4275.91,9940.56,5116.67,1.1
3/9/2020,15483.35,4947.04,12203.25,7927.78,5.78
3/10/2020,11861.12,4958.76,12812.34,11908.34,18.1
3/11/2020,11316.68,4818.09,12467.35,8000.01,12.68
3/12/2020,14130.57,4976.35,12603.2,12894.45,5.05
3/13/2020,22444.46,4448.82,11045.9,5330.56,1.82
3/14/2020,21675.02,4548.46,10157.55,5200,4.92
3/15/2020,19347.24,4671.55,10085.26,5163.89,0.05
3/16/2020,14450.01,4513.29,11636.73,5150,2.59
3/17/2020,12866.68,4671.55,11153.1,5172.23,3.33
3/18/2020,16864.24,4621.34,10997.25,5012.77,7.86
3/19/2020,17733.35,4519.16,10841.4,5044.45,0.61
3/20/2020,15638.9,4507.43,10678.09,5133.34,0.07
3/21/2020,12547.23,4501.57,10537.88,5169.45,0.01
3/22/2020,12061.12,4369.69,9962.04,5363.89,4.9
3/23/2020,11244.45,4372.62,9936.92,5380.56,2.34
3/24/2020,13883.34,4542.6,10271.28,5330.56,0.08
3/25/2020,13986.12,4548.46,10056.09,5347.23,0.04
3/26/2020,11636.12,4548.46,9894.77,5358.34,5.18
3/27/2020,9261.12,4525.02,9843.96,5366.67,0.07
3/28/2020,10555.56,4314.01,9850.72,5375,0.02
3/29/2020,8566.67,4513.29,9557.3,5347.23,0.01
3/30/2020,15133.35,4226.08,9496.26,5341.67,7.02
3/31/2020,18291.68,4372.62,9963.51,5344.45,0.13
4/1/2020,20136.28,4462.82,9805.22,5281.48,0.38
4/2/2020,19079.08,4422.8,9784.68,5273.34,0.62
4/3/2020,18484.86,4433.93,9806.11,5379.28,5.02
4/4/2020,17535.87,4446.6,9458.79,5383.14,0.01
4/5/2020,16394.22,4332.31,9415.6,5454.65,0.02
4/6/2020,13206.08,4546.23,9894.83,5413.9,0.03
4/7/2020,13085.29,4521.35,9990.35,5430.4,5.06
4/8/2020,12339.3,4486.76,9853.62,5478.01,0.07
4/9/2020,9669.6,4584.49,9651.02,5485.53,0.04
4/10/2020,11680.82,4226.49,9937.58,5436.86,0.08
4/11/2020,15489.86,4447.1,9576.49,5417.08,5.06
4/12/2020,16289.4,4574.42,9530.83,5385.65,0.02
4/13/2020,14672.91,4566.7,9780.55,5377.05,0.61
4/14/2020,10815,4558.71,9945.19,5435.32,0.04
4/15/2020,12843.1,4554.8,9896.51,5460.35,5.07
4/16/2020,11179.8,4712.94,9913.31,5455.09,0.04
4/17/2020,8445.2,4512.73,9893.92,5489.73,0.2
4/18/2020,10858.89,4635.51,9629.14,5488.37,0.02
4/19/2020,8714.15,4978.56,9449.62,5537.73,5.06
4/20/2020,6958.51,6577.94,9811.04,5584.81,1.23
4/21/2020,5885.44,5081.42,9691.81,5621.14,0.15
4/22/2020,6510.5,4674.59,9863.15,5636.82,0.07
4/23/2020,7312.03,4612.63,10030.25,5638.11,5.33
4/24/2020,7750.39,4444.29,9839.25,5616.45,0.12
4/25/2020,6928.37,4526.24,9558.99,5650.51,0.02
4/26/2020,6564.92,4480.18,9590.69,5621.7,0.03
4/27/2020,6695.44,4588.47,9850.96,5607.96,5.08
4/28/2020,7314.58,6539.9,9912.16,5626.83,0.67
4/29/2020,14135.35,8271.19,9562.79,5668.32,0.16
4/30/2020,6010.91,4449.36,9591.89,5604.11,0.26
5/1/2020,7003.89,4463.07,9978.04,5635.02,5.25
5/2/2020,6364.88,4515.41,9538.01,5673.79,0.01
5/3/2020,6929.06,4532.62,9554.63,5719.47,0.06
5/4/2020,9079.14,4594.3,10038.76,5600.09,0.06
5/5/2020,7533.22,4849.9,9879.5,5474.54,6.22
5/6/2020,6915.47,4728.45,9944.64,5562.78,0.77
5/7/2020,6421.16,4676.31,9780.47,5641.25,0.03
5/8/2020,8044.81,4569.32,10310.88,5615.21,0.08
5/9/2020,8365.47,4561.97,9833.2,5596.46,5.18
5/10/2020,9782.5,4718.21,9573.26,5578.08,0.02
5/11/2020,9662.53,4739.89,10003.75,5565.52,0.08
5/12/2020,8591.01,4702.5,10286.7,5545.99,0.09
5/13/2020,7756.06,4804.36,10119.7,5541.21,5.81
5/14/2020,6398.34,5318.68,9905.56,5547.85,0.04
5/15/2020,7430.41,9503.99,9770.53,5604.22,0.21
5/16/2020,14636.09,7930.97,9180.63,5678.76,0.07
5/17/2020,18308.73,8190.71,8891,5772.87,5.11
5/18/2020,14677.57,7192.87,9136.75,5754.47,0
5/19/2020,6597.5,4690.84,9660.93,5719.04,0.03
5/20/2020,6495.05,4642.16,9832.64,5635.42,0.02
5/21/2020,8611.96,4563.64,9886.2,5603.58,5.06
5/22/2020,9620.14,4583.04,9841.4,5630.15,0.73
5/23/2020,7119.58,5085.72,9331.81,5631.57,0
5/24/2020,15529.71,7917.96,9123.09,5699.44,0
5/25/2020,5716.92,8529.79,9238.22,5814.74,6.96
5/26/2020,8208.04,4823.1,9609.24,5787.37,0.08
5/27/2020,8441.78,4606.27,9658.05,5741.09,0.01
5/28/2020,5248.27,8280.77,9528.58,5790.23,0.04
5/29/2020,5512.16,8344.84,9281.49,5870.62,5.05
5/30/2020,3663.75,9474.75,8908.79,5863.72,0.07
5/31/2020,6611.38,7821.09,9558.12,5820.67,0.58
6/1/2020,7863.34,8009.63,9474.71,5840.31,0.03
6/2/2020,5843.24,7928.16,9850.28,5870.35,5.69
6/3/2020,7091.08,4714.85,9321.64,5866.8,0.09
6/4/2020,6546.09,4694.05,9907.45,5822.55,0.4
6/5/2020,6596.99,7807.43,9799.01,5850.03,0.12
6/6/2020,5429.99,4857.37,9178.52,5841.26,5.04
6/7/2020,7948.95,4473.71,9419.15,5811.96,0.01
6/8/2020,7303.04,4700.24,9892.84,5822.81,0.16
6/9/2020,6100.42,7937.44,9958.99,5865.25,0.66
6/10/2020,4257.85,9470.13,9743.29,5902.2,5.12
6/11/2020,3157.72,9580.02,9579.74,5912.25,0.03
6/12/2020,4045.83,9045.74,9717.48,5940.59,0.7
6/13/2020,6396.41,8083.83,9356.21,5878.07,0
6/14/2020,5785.97,4749.27,9917.1,5871.29,4.7
6/15/2020,5302.23,4818.24,10300.57,5853.24,0.01
6/16/2020,5982.36,4765.87,9889.83,5870.39,0.68
6/17/2020,6802.47,5005.18,10133.16,5884.25,1.02
6/18/2020,7212.54,8706.22,10086.11,5893.68,5.39
6/19/2020,4655.41,8726.78,9918.83,5913.69,0.12
6/20/2020,3008.72,9555.81,9986.18,5931.52,0
6/21/2020,5895.13,8140.68,9920.27,5891,0.16
6/22/2020,3189.31,9778.21,10614.66,5930.58,5.46
6/23/2020,1578.31,8855.73,10677.6,5853.77,0
6/24/2020,6371.98,7946.52,10794.79,5736.79,0.7
6/25/2020,3464.53,9292.93,10688.99,5754.18,12.6
6/26/2020,779.86,8575.25,10049.89,5777.73,18.73
6/27/2020,7654.22,4605.98,9608.09,5717.36,0.8
6/28/2020,7497.76,4435.17,9708.5,5604.11,0.04
6/29/2020,6468.98,4756.43,10265.41,5674.37,5.43
6/30/2020,7140.64,4883.78,11295.83,5681.06,5.75
7/1/2020,5594.86,9081.62,10690.83,5678.11,0.08
7/2/2020,5220.36,8689.35,10749.91,5718.4,0.61
7/3/2020,3316.04,9741.24,10725.55,5857.48,2.66
7/4/2020,6834.37,8456.63,10378.62,5771.02,4.71
7/5/2020,5252.79,8681.4,10317.74,5620.43,0.03
7/6/2020,3761.04,8683.92,11091.65,5659.36,0.75
7/7/2020,8035.49,7488.63,11506.14,5668.27,0.21
7/8/2020,7395.52,7159.04,11357.56,5678.08,5.11
7/9/2020,4922.79,8966.28,11054.52,5769.6,1.34
7/10/2020,3799.53,8953.91,11318.26,5742.27,0.59
7/11/2020,3639.02,7250.75,10674.09,5739.67,0.54
7/12/2020,3553.23,8551.56,10439.56,5685.18,4.83
7/13/2020,6504.81,7932.5,11396.58,5694.78,0.76
7/14/2020,4290.59,9423.58,11472.9,5649.4,0.76
7/15/2020,3979,9483.73,11348.85,5782.68,0.2
7/16/2020,3471.47,11169.17,11158.6,5761.37,5.78
7/17/2020,5185.63,8998.69,11106.46,5770.79,0.34
7/18/2020,4027.93,9281.21,10533.29,5796.58,0.22
7/19/2020,6334.24,8278.22,10259.91,5804.75,0.15
7/20/2020,3539.91,9844.36,11131.91,5795.62,6.91
7/21/2020,3698.8,10924.59,11241.34,5807.52,0.16
7/22/2020,631.86,10972.53,11402.44,5795.36,0.87
7/23/2020,1959.64,9961.4,11503.98,5827.44,0.72
7/24/2020,8770.27,7906.61,11569.07,5857.44,5.56
7/25/2020,5945.51,8969.11,10947.33,5964.56,2.83
7/26/2020,4344.47,9570.81,10595.61,6013.05,0.09
7/27/2020,3724.08,10353.23,11420.17,6026.29,0.55
7/28/2020,2177.23,11466.62,11563.82,6015.29,6.54
7/29/2020,657.03,8253.88,11642.56,5956.43,0.37
7/30/2020,411.03,12093.54,11658.27,6000.99,2.5
7/31/2020,795.74,15622.84,11359.84,6026.23,1.61
8/1/2020,631.52,13509.76,10688.75,5974.23,5.36
8/2/2020,1616.91,14517.44,10681.89,5952.34,0.02
8/3/2020,1101.49,9767.67,11131.65,5928.86,0.41
8/4/2020,4336.55,11235.25,11639.82,5939.54,0.36
8/5/2020,2822.37,12488.42,11446.67,5942.59,7.64
8/6/2020,2282.41,12751.98,11364.82,5883.97,0.84
8/7/2020,5930.32,7683.86,11354.81,5904.27,0.87
8/8/2020,6651.44,8105.59,10632.61,5945.22,2.8
8/9/2020,6307.18,7729.76,10750.21,5914.06,4.72
8/10/2020,3535.61,10670.07,11365.58,5985.82,2.54
8/11/2020,4731.63,9100.39,11536.71,5931.5,0.92
8/12/2020,6913.82,7242.85,11543.91,5940.51,1.04
8/13/2020,5876.97,8382.36,11121.09,5954.98,5.53
8/14/2020,4416.7,9023.34,11394.08,5913.65,0.91
8/15/2020,4094.79,8414.9,10653.89,5946.62,0.01
8/16/2020,3601.38,12153.17,10580.5,5990.01,0.02
8/17/2020,566.2,10610.2,11513.16,5987.52,4.99
8/18/2020,214.23,12186.09,11853.63,5988.44,0.32
8/19/2020,612.31,12470.13,11792.97,5977.63,2.3
8/20/2020,798.46,11509.18,11640.66,5918.22,1.53
8/21/2020,4403.02,11608.84,11716.02,5999.64,6.26
8/22/2020,2249.69,10274.58,11019.07,5961.17,0.53
8/23/2020,4961.7,8842.36,10875.27,5984.66,0.01
8/24/2020,5341.39,10081.7,11617.51,5940.15,0.22
8/25/2020,5151.02,9107.96,11742.35,5855.3,5.2
8/26/2020,4412.95,9835.42,11748.35,5869.04,0.75
8/27/2020,6768.94,7997.93,11630.36,5952.69,0.28
8/28/2020,4125.07,10094.77,11640.31,5968.07,0.61
8/29/2020,8110.5,4358.32,11159.46,5915.92,4.8
8/30/2020,8142.81,7617.63,10983.63,5814.09,0.02
8/31/2020,6294.76,7559.33,11713.42,5836.39,0.29
9/1/2020,4175.78,8999.72,11581.93,5913.45,0.68
9/2/2020,7450.94,7118.27,11668.13,5666.32,5.33
9/3/2020,5188.78,9326.81,11920.7,5733.35,1.05
9/4/2020,4941.23,10222.01,11528.65,5779.15,1.27
9/5/2020,3174.11,11032.28,10760.7,5791.85,0.03
9/6/2020,8281.24,4390.91,10925.18,5789.14,6
9/7/2020,11146.73,3887.81,11786.19,5842.8,0.59
9/8/2020,9194.87,7368.86,12058.67,5861,0.8
9/9/2020,6112.16,8635.68,11713.95,5899.8,0.88
9/10/2020,4875.6,9622.14,11750.62,6043.89,6.24
9/11/2020,5839.86,10465.97,11490.47,6045.75,1.04
9/12/2020,7584.33,7394.33,10784.17,5919.53,0.06
9/13/2020,8778.47,6758.67,10901.93,5830.89,0.05
9/14/2020,9644.86,4004.56,12108.05,5670.47,5.96
9/15/2020,8747.51,4374.11,12200.35,5679.28,1.72
9/16/2020,7601.93,8703.25,12003.2,5816.95,0.99
9/17/2020,6563.46,7398.92,10854.59,5745.32,1.39
9/18/2020,6934.16,8098.6,10748.1,5849.62,5.72
9/19/2020,4901.69,8024.84,9701.97,5845.4,2.88
9/20/2020,7753.47,7544.3,9554.13,5762.95,0.03
9/21/2020,7210.75,7862.78,10589.5,5557.68,0.74
9/22/2020,8642.64,7030.97,10825.69,5752.68,5.86
9/23/2020,7382.64,8438.85,11834.72,5726.18,1.95
9/24/2020,7309.34,5206.27,11862.14,5546.8,2.79
9/25/2020,7278,4437.06,12134.65,5541.04,2.33
9/26/2020,3793.78,4558.46,11586.39,5586.22,5.07
9/27/2020,3793.78,4324.91,11535,5663.8,0.55
9/28/2020,309.56,9025.58,12364.32,5782.92,2.66
9/29/2020,5618.98,7676.8,12130.41,5764.41,1.94
9/30/2020,6892.73,6030.05,12585.32,5797.32,6.05
10/1/2020,6826.36,9199.99,12513.13,5675.44,1.33
10/2/2020,6487.11,7985.42,12382.45,5594.74,1.45
10/3/2020,6884.15,7769.52,11686.58,5399.85,0.15
10/4/2020,5280.11,7579.54,11401.26,5410.71,4.71
10/5/2020,4940.62,8074.2,12364.49,5365.25,1.41
10/6/2020,6700.12,4506.32,12311.62,5412.33,1.99
10/7/2020,7195.88,5695.88,12626.17,5358.33,1.09
10/8/2020,8072.71,5442.36,12302.47,5474.39,7.18
10/9/2020,8743.27,3737.68,12681.49,5389.05,0.58
10/10/2020,4799.32,4784.2,11402.19,5334.48,0.24
10/11/2020,7668.03,3584.4,11584.28,5357.99,2.46
10/12/2020,12372.95,3907.58,12037.96,5345.77,4.68
10/13/2020,13818.57,3508.95,12746.17,5456.72,
10/14/2020,13485.85,3350.08,12640.18,5326.72,
10/15/2020,13742.21,3377.86,12648.42,5669.74,
10/16/2020,15111.97,3416.05,12627.78,5602.62,
10/17/2020,19821.44,3581.4,11888.45,5605.03,
10/18/2020,22332.51,3564.76,11846.26,5604.27,
10/19/2020,21298.21,3525.94,12632.53,5448.96,
10/20/2020,17596.79,3721.31,12558.57,5609.2,
10/21/2020,20545.33,3618.88,12362.06,5601.64,
10/22/2020,25459.18,3600.53,12409.62,5579.62,
10/23/2020,25715.48,3344.19,12134.47,5565.59,
10/24/2020,27419.13,3431.14,11256.16,5463.48,
10/25/2020,26691.76,3600.92,11380.93,5437.47,
10/26/2020,16174.55,3697.67,12267.78,5149.97,
10/27/2020,9022.92,3856.34,12368.29,5429.55,
10/28/2020,13919.44,3328.89,12178.69,5355.16,
10/29/2020,14068.73,3204.64,12333.99,5360.33,
10/30/2020,10240.03,3571.89,12139.91,5299.48,
10/31/2020,12949.91,3346.57,11409.18,5222.78,
11/1/2020,8674.22,4014.62,11491.01,5502.73,
11/2/2020,4825.13,8759.93,11816.52,5341.21,
11/3/2020,7563.16,3846.2,12089.85,5479.2,
11/4/2020,6528.15,4024.13,12015.13,5457.43,
11/5/2020,8525.74,4075.02,11958.41,5158.35,
11/6/2020,14115.06,3930.75,12084.88,5190.05,
11/7/2020,17593.57,3781.94,11530.88,5145.4,
11/8/2020,24361.23,3164.34,11546.97,5095.5,
11/9/2020,21068.6,3314.14,12313.38,5258.32,
11/10/2020,18663.24,3521.93,12414.54,5412.31,
11/11/2020,25379.62,3704.29,12061.76,5369.27,
11/12/2020,21746.48,3775.66,12421.22,5339.35,
11/13/2020,18577.44,3745.74,12295.71,5275.15,
11/14/2020,18469.18,3804.74,11591.94,5148.22,
11/15/2020,18503.16,3898.96,11632.19,5227.57,
11/16/2020,16601.16,3810.51,12660.44,5326.42,1.23
11/17/2020,16440.73,3676.05,12782.32,5221.6,6.91
11/18/2020,20300.66,3660.05,12769.06,5106.42,1.99
11/19/2020,27001.88,3436.88,12823.19,5296.04,16.54
11/20/2020,21909.01,3727.78,12448.39,5407.25,4.3
11/21/2020,17232.63,3681.91,11575.82,5486.79,7.2
11/22/2020,19232.44,3639.45,11473.63,5450.59,5.61
11/23/2020,18318.2,3342.08,12246.94,5482.7,4.02
11/24/2020,17252.56,3574.76,12619.19,5435.65,5.73
11/25/2020,17311.59,3619.3,12662.64,5557.43,5.43
11/26/2020,15461.14,3732.12,12184.24,5520.3,5.21
11/27/2020,10430.68,3821.3,11906.95,5508.63,0.57
11/28/2020,15740,3678.92,11420.55,5460.9,0.01
11/29/2020,16221.24,3529.99,10621.93,5440.1,4.7
11/30/2020,13113.33,3657.11,11980.31,5482.56,1.25
12/1/2020,15933.13,3760.5,12251.35,5532.95,3.04
12/2/2020,14435.05,3868.61,11877.77,5602.39,2.48
12/3/2020,11136.4,3915.41,11931.78,5608.28,17.78
12/4/2020,10654.34,4739.48,12632.89,5625.72,0.69
12/5/2020,11838.67,4784.99,11808.39,5660.41,0.01
12/6/2020,11098.08,4654.07,11590.66,5647.02,0.01
12/7/2020,9580.79,5100.57,12427.07,5680.28,9.71
12/8/2020,10525.61,4866.43,12634.82,5667.98,1.46
12/9/2020,17531.48,4386.49,12690.46,5584.81,2.85
12/10/2020,21754.67,3912.13,12337.52,5528.49,3.93
12/11/2020,24814.44,3563.79,12467.1,5452.3,8.62
12/12/2020,25868.28,3572.16,11649.75,5464.18,1.39
12/13/2020,32766,3549.9,11524.87,5400,0.27
12/14/2020,26422.92,4007.84,12083.57,5392.89,4.54
12/15/2020,19163.11,4705.63,12043.44,5483.83,11.53
12/16/2020,16268.47,4525.53,11987.11,5398.71,7.54
12/17/2020,18976.33,3758.6,11832.22,5497.4,0.05
12/18/2020,20030.92,3661.29,11748.17,5505.76,6.58
12/19/2020,14793.15,3925.56,11033.87,5577.04,8.07
12/20/2020,15126.2,3782.01,10954.48,5582.52,0.01
12/21/2020,18290.03,3607.56,11238.17,5539.58,0.81
12/22/2020,23056.73,3638.24,11046.26,5390.13,0.06
12/23/2020,24923.56,3645.35,11026.76,5391.01,14.44
12/24/2020,16383.33,3798.11,10945.2,5526.78,0.01
12/25/2020,19368.64,3512.59,10841.25,5518.65,1.11
12/26/2020,21335.98,3514.89,10697.52,5384.12,0.26
12/27/2020,24883.52,3816.78,10502.61,5411,9.1
12/28/2020,22668.23,3666.19,10945.47,5400.4,0.11
12/29/2020,25918.27,3424.98,10927.26,5367.94,7.84
12/30/2020,20176.66,3717.08,10841.67,5362.22,0.09
12/31/2020,20581.95,3771.64,10807.3,5360.59,4.76
1/1/2021,17538.63,4003.12,10722.5,5403.19,2.39
1/2/2021,14118.13,3655.72,10535.38,5423.97,0.01
1/3/2021,15294.91,3778.67,10459.98,5477.95,0.09
1/4/2021,18081.41,3797.68,11155.94,5442.05,4.92
1/5/2021,16584.67,4153.53,11310.3,5424.69,0.97
1/6/2021,16599.41,4083.71,11505.83,5321.84,0.07
1/7/2021,19187.35,3710.47,11180.62,5379.94,1.64
1/8/2021,22568.04,3214.65,11098.36,5322.48,25.16
1/9/2021,22129.3,3366.49,10258.7,5371.93,2.74
1/10/2021,16640.55,3501.65,9957.9,5393.42,6.37
1/11/2021,13261.43,3736.74,10858.66,5406.43,4.78
1/12/2021,13972.25,3911.63,11146.31,5410.15,13.63
1/13/2021,15164.56,3690,11204.08,5360.07,5.55
1/14/2021,19832.6,3476.06,11060.67,5391.21,2.79
1/15/2021,16286.96,3574.02,10956.91,5400.4,3.65
1/16/2021,16595.07,3707.4,10224.91,5373.8,13.26
1/17/2021,15617.7,3744.48,10124.2,5448.33,0.9
1/18/2021,17221.46,3701.89,11082.7,5454.56,8.15
1/19/2021,16977.36,3639.1,11328.97,5332.28,10.58
1/20/2021,18652.88,3734.94,11360.65,5333.5,9.88
1/21/2021,23676,3427.35,11314.74,5371.22,3.68
1/22/2021,25522.26,3373.76,11065.18,5308.14,3.82
1/23/2021,27908.76,3322.4,10386.56,5289.53,2.94
1/24/2021,31377.93,3289.75,10321.3,5232.37,10.86
1/25/2021,32957.45,3314.14,11249.25,5278.44,8.92
1/26/2021,32640.55,3177.48,11525.57,5279.16,5.89
1/27/2021,31262.48,3419.08,11380.87,5236.5,4.17
1/28/2021,33058.59,3333.03,11368.32,5105.33,10
1/29/2021,29168.25,3441.75,10941.73,5177.27,6.65
1/30/2021,24895.59,3343.74,10374.16,5364.45,0.99
1/31/2021,20963.1,3504.36,10239.8,5473.17,5.92
2/1/2021,18536.15,3517.76,11194.82,5321.17,6.57
2/2/2021,27605.27,3317.68,11332.29,4967.77,5.56
2/3/2021,31627.49,3373.37,11228.86,5026.92,5.82
2/4/2021,26417.11,3537.51,11059.95,5138.98,6.25
2/5/2021,35506.98,3634.94,11170.52,5168.61,7.63
2/6/2021,40572.11,3610.73,10402.23,5369.04,4
2/7/2021,44023.43,3600.25,10291.79,5342.06,0.01
2/8/2021,45248.06,3649.93,11061,5243.82,3.86
2/9/2021,47830.44,3668.96,11087.36,5283.04,10.72
2/10/2021,47977.18,3623.56,11064.73,5321.27,5.24
2/11/2021,50275.9,3697.65,11017.01,5375.11,5.7
2/12/2021,40985.17,3858.79,10640.43,5262.52,1.12
2/13/2021,40016.71,3693.52,9702.32,5317.01,9.02
2/14/2021,42682.83,3787.31,9567.3,5264.36,2.29
2/15/2021,38073.42,3771.37,10211.84,5232.96,5.89
2/16/2021,28817.02,3686.24,11068.86,5270.57,7.61
2/17/2021,27578.85,3682.38,11077.94,5341.31,12.05
2/18/2021,28335.72,3690.15,10973.4,5343.62,7.42
2/19/2021,19012.05,3844.21,11196.48,5434.6,8.46
2/20/2021,18886.27,3827.09,10454.43,5450.25,0.93
2/21/2021,14300.63,3974.53,10372.1,5291.16,11.87
2/22/2021,14144.46,3892.57,10947.62,5230.41,7.66
2/23/2021,19510.05,3812.02,11249.57,5331.28,8.09
2/24/2021,22305.58,3727.69,11271.36,5309.55,9.86
2/25/2021,16864.99,4021.95,11326.48,5311.45,15.14
2/26/2021,24189.95,3994.05,11148.95,5248.4,3.94
2/27/2021,27219.21,3737.87,10506.58,5301.95,4.53
2/28/2021,16234.22,3906.85,10451.27,5361.5,34.8
3/1/2021,12496.38,3924.37,11161.9,5400.83,87.42
3/2/2021,14860.04,3915.81,11177.84,5402.15,0.62
3/3/2021,14143.98,3987.07,11284.45,5413.89,0.9
3/4/2021,14120.41,4087.29,11084.13,5490.52,4.45
3/5/2021,12107.07,3919.1,10913.99,5444.11,4.8
3/6/2021,14319.37,3845.95,10504.59,5460.03,0.12
3/7/2021,15924.53,3844.71,10432.55,5393.98,0.01
3/8/2021,16706.44,3940.31,11308.62,5409.43,1.12
3/9/2021,17245.78,3956.67,11472.32,5420.28,9.51
3/10/2021,22011.81,3854.96,11417.31,5302.86,0.98
3/11/2021,22011.81,3668.33,11377.49,5320.44,4.23
3/12/2021,12180.36,3932.14,11255.34,5265.89,4.85
3/13/2021,11271.98,3885.74,10501.67,5207.36,2.48
3/14/2021,10363.61,3839.34,9874.33,5148.83,0.12
3/15/2021,14787.02,3851.5,11177.84,5360.89,7.87
3/16/2021,15875.38,3875.53,11244.61,5336.82,5.03
3/17/2021,13961.14,3905.13,11325.4,5176.48,14.54
3/18/2021,10598.06,3937.35,11170.2,5115.98,9.51
3/19/2021,9372.77,3989.74,11134.67,5172.33,1.17
3/20/2021,12834.69,3791.28,10423.04,5249,1.45
3/21/2021,15571.57,3618.19,10304.63,5311.21,5.96
3/22/2021,15077.51,3635.92,11144.68,5369.57,24.65
3/23/2021,20035.87,5710.8,11254.1,5345.3,1.25
3/24/2021,18441.34,7566.25,11302.11,5280.88,6.77
3/25/2021,24996.88,7357.19,11205.99,5457.02,14.1
3/26/2021,22906.27,7321.77,11095.6,5461.43,4.55
3/27/2021,18485.73,7521.42,10398.59,5465.84,0.13
3/28/2021,15750.99,7833.86,10309.54,5327.83,3.3
3/29/2021,27334.63,7295.8,11255.27,5399.56,6.38
3/30/2021,25553.86,7139.96,11425.48,5431.52,6.5
3/31/2021,18557.29,7769.31,11224.8,5400.38,3.32
4/1/2021,16194.33,8022.3,11081.9,5336.97,4.41
4/2/2021,17671.34,7703.55,10808.6,5351.81,4.88
4/3/2021,16795.71,7766.57,10539.04,5389.53,0.77
4/4/2021,19445.72,7496.21,10625.67,5347.96,0.08
4/5/2021,19272.41,7749.29,10940.71,5400.28,3.74
4/6/2021,16370.77,7982.21,11193.04,5424.83,6.01
4/7/2021,15462.25,7989,10831.33,5369.59,6.81
4/8/2021,19331.68,7566.23,11333.31,5328.5,1.59
4/9/2021,19077.42,7605.82,11198.34,5395.14,5.16
4/10/2021,19963.26,7423.45,10563.17,5499.46,4.81
4/11/2021,22271.24,7371.21,10502.08,5490.75,0.78
4/12/2021,22192.45,7338.84,11270.76,5489.5,5.12
4/13/2021,21786.66,7488,11473.11,5433.97,9.35
4/14/2021,18239.22,7724.91,11385.61,5480.96,12.15
4/15/2021,12540.35,5398.51,11110.99,5450.21,4.47
